242	36640
242	16892
242	20445
242	20311
242	26100
242	9711
242	22294
242	31052
242	24366
242	28624
242	33789
242	17505
242	23037
242	36951
242	21719
242	9811
242	5631
242	27805
242	20385
242	16622
242	17815
242	27704
242	7219
242	17506
242	33812
242	30433
242	28194
242	5800
242	750
242	17556
242	13663
242	10978
242	10456
242	11617
242	36183
242	25178
242	12852
242	23005
242	29878
242	31735
242	8497
242	24551
242	4893
242	35354
242	4149
242	7441
242	25071
242	26952
242	7779
242	19410
242	18419
242	22824
242	10690
242	1138
242	2023
242	27657
242	28382
242	26728
242	26895
242	6848
242	23185
242	32417
242	33166
242	17552
242	19676
242	28599
242	36062
242	3390
242	15987
242	20859
242	11155
242	9025
242	16755
242	36761
242	33347
242	35235
242	6696
242	7892
242	36859
242	6576
242	30818
242	9300
242	829
242	31798
242	34436
242	25775
242	31493
242	23096
242	26570
242	28983
242	4158
242	2185
242	11733
242	13110
242	12198
242	6208
242	34236
242	28894
242	21445
242	28355
242	33711
242	28580
242	32659
242	18117
242	12439
242	13022
242	9794
242	27138
242	21611
242	27729
597	32988
597	31906
597	747
597	36113
597	8982
597	6481
597	34474
597	6320
597	13209
597	18555
597	7233
597	33265
597	32666
597	9439
597	581
597	22546
597	31217
597	5912
597	22247
597	27113
597	16317
597	23056
597	15692
597	10982
597	3553
597	20820
597	1877
597	11608
597	18114
597	32793
597	6436
597	22585
597	33093
597	16410
597	24737
597	19377
597	17562
597	8040
597	25082
597	14655
597	24988
597	30677
597	2334
597	21966
597	14706
597	11290
597	18143
597	12933
597	27567
597	11694
597	6717
597	24197
596	31756
596	36075
596	6143
596	30755
596	1108
596	37486
596	16118
596	15406
596	3595
596	7145
596	6734
596	16181
596	21177
596	4727
596	11998
596	593
596	15466
596	25498
596	8977
596	2683
596	2474
596	6702
596	8772
596	25355
596	5115
596	16590
596	17487
596	2145
596	3838
596	8183
596	9121
596	19613
596	13608
596	19910
596	26380
596	9743
596	22529
596	35641
596	17431
596	16314
596	6685
596	27546
596	17634
596	36672
596	6051
596	22826
596	12280
596	26273
596	30678
596	36855
596	11034
596	30629
596	30630
596	28989
596	17041
596	33868
596	5093
596	26922
596	29474
596	32948
596	35093
596	473
596	3892
596	7265
596	33017
596	15830
596	27367
596	33920
596	19280
596	5425
596	23248
596	8256
596	9792
596	12331
596	15341
598	32988
598	17690
598	31906
598	747
598	36113
598	8982
598	6481
598	34474
598	6320
598	13209
598	18555
598	7233
598	33265
598	32666
598	9439
598	581
598	22546
598	31217
598	5912
598	22247
598	27113
598	16317
598	23056
598	15692
598	10982
598	3553
598	20820
598	1877
598	11608
598	18114
598	32793
598	6436
598	22585
598	33093
598	16410
598	24737
598	19377
598	22847
598	17562
598	8040
598	25082
598	14655
598	24988
598	30677
598	2334
598	21966
369	32148
369	10024
369	12296
369	9669
369	23951
369	36004
369	12156
369	34207
369	11050
369	31125
369	36316
369	32858
369	29259
369	17308
369	13226
369	20183
369	17133
369	24328
369	35684
369	25132
369	35502
369	36588
369	28720
369	6797
369	31897
369	20755
369	4162
369	27355
369	32788
369	1454
369	34773
369	16463
369	24963
369	10026
369	27748
369	7363
369	18223
369	20622
369	17671
369	36375
369	22885
369	17067
369	14712
369	18299
369	9620
369	13440
369	17489
369	21456
369	28786
369	9164
369	34470
369	12540
369	1606
369	29426
369	30050
369	30009
369	6114
369	19331
369	6521
369	12502
369	21396
369	34496
369	24976
369	24408
369	2234
369	24627
369	20727
369	19019
369	15077
369	7593
369	25127
369	6983
369	24563
369	5750
369	26792
369	36503
369	21087
369	30323
369	23166
369	30243
369	37444
369	8855
369	8001
369	4659
369	6859
369	15020
369	6634
369	37816
369	395
369	15827
369	13436
369	12681
369	16075
369	5831
369	32570
369	573
369	24414
369	27667
369	16651
369	27635
369	13162
369	12556
369	6149
369	14362
369	27613
369	14279
369	15044
369	4498
369	32567
369	1099
369	29833
369	35993
369	31940
369	29785
369	18855
369	3702
369	21484
369	33550
369	26039
369	34671
369	32995
369	34632
369	5174
369	11756
369	19909
369	28685
369	29326
369	4266
369	24098
369	13639
369	32852
369	8792
369	32926
369	15794
369	3405
369	36460
369	12982
369	35182
369	11176
369	31922
369	10468
369	34438
369	30888
369	29097
369	3566
369	32479
369	30329
369	11314
369	19731
369	17701
369	6658
369	20768
369	33556
369	35735
369	11962
369	33298
369	16910
369	8514
369	27481
369	27413
369	18253
369	9759
369	17186
369	12182
369	3270
369	13826
369	12457
369	23256
369	18267
369	8844
369	3196
369	34955
369	36942
369	31069
369	6358
369	21515
369	18031
369	5064
369	12340
369	21102
369	25639
369	37560
369	29778
369	6765
369	21598
369	32598
369	12241
369	36686
369	6054
369	22431
369	31878
369	4811
369	20287
369	17501
369	20985
369	24618
369	25454
369	31593
369	30571
369	18124
369	22229
369	807
167	32313
167	4043
167	562
167	21354
167	20020
167	14009
167	2072
167	18606
167	34326
167	37226
167	35750
167	34506
167	22158
167	6315
167	26363
167	9661
167	3302
167	27501
167	37600
167	20899
167	12987
167	21900
167	17348
167	9532
167	13417
167	33109
167	27069
167	34701
167	31180
167	7788
167	12516
167	22281
167	13456
167	19502
167	8151
167	12385
167	19938
167	34585
167	19114
167	32116
167	11621
167	1548
167	22289
167	1677
167	12212
167	22822
167	19536
167	17081
167	10846
382	4852
382	31287
382	1018
