29007	8344
29007	35595
29007	28410
29007	20017
29007	20010
29007	95789
29007	35313
29007	107364
29007	76963
29007	26574
31398	83545
31398	47814
31398	9117
31398	100505
31398	111203
31398	37754
31398	49927
31398	4467
31398	39594
31398	17699
20619	34801
20619	57160
20619	20465
20619	80429
20619	35311
20619	59526
20619	52652
20619	7974
20619	103374
20619	39990
9624	71842
9624	12465
9624	26163
9624	114404
9624	71844
9624	113402
9624	78445
9624	16731
9624	60143
9624	59084
34550	97253
34550	43683
34550	103835
34550	28308
34550	61586
34550	51195
34550	69529
34550	33124
34550	51191
34550	48259
28180	52644
28180	58606
28180	101448
28180	103485
28180	92754
28180	76125
28180	92749
28180	95150
28180	33416
28180	87489
29917	51632
29917	33719
29917	98384
29917	15474
29917	14286
29917	98387
29917	15107
29917	74766
29917	36158
29917	64779
21832	95034
21832	52365
21832	41929
21832	29287
21832	38662
21832	22561
21832	39760
21832	55735
21832	41503
21832	40858
25249	48015
25249	83587
25249	37428
25249	94843
25249	40020
25249	8707
25249	68589
25249	97028
25249	87893
25249	110487
12502	41298
12502	86085
12502	38341
12502	99865
12502	73422
12502	73062
12502	95835
12502	37239
12502	20589
12502	76103
21355	109715
21355	76782
21355	105207
21355	5585
21355	16539
21355	32614
21355	57612
21355	98384
21355	74766
21355	48193
23377	96641
23377	52455
23377	103330
23377	57082
23377	37673
23377	95996
23377	91631
23377	13027
23377	110820
23377	76929
15677	4891
15677	49406
15677	78399
15677	30572
15677	30361
15677	102004
15677	30974
15677	101614
15677	13688
15677	8167
10426	102920
10426	33110
10426	102267
10426	38341
10426	71674
10426	83817
10426	55071
10426	59088
10426	17405
10426	62661
2282	58086
2282	95818
2282	34801
2282	31313
2282	48738
2282	16089
2282	9396
2282	92847
2282	42211
2282	57173
32933	91225
32933	12007
32933	15157
32933	80764
32933	52981
32933	56125
32933	23278
32933	37271
32933	23056
32933	106886
12581	39587
12581	41298
12581	7008
12581	51228
12581	110073
12581	81177
12581	8808
12581	72778
12581	88518
12581	80398
25278	81044
25278	6847
25278	10512
25278	17438
25278	45692
25278	80198
25278	73062
25278	78863
25278	48749
25278	62357
6947	46327
6947	48046
6947	46596
6947	48226
6947	90373
6947	33124
6947	76682
6947	28132
6947	60016
6947	56640
21556	53543
21556	8080
21556	73402
21556	19451
21556	107577
21556	28430
21556	18299
21556	57448
21556	35311
21556	98793
25894	83286
25894	49526
25894	86955
25894	16089
25894	22464
25894	82426
25894	80871
25894	37863
25894	14415
25894	91763
28486	84253
28486	113357
28486	42211
28486	11214
28486	60677
28486	50312
28486	39235
28486	9640
28486	52783
28486	77641
20344	4097
20344	7358
20344	107246
20344	95518
20344	35557
20344	31225
20344	94864
20344	85466
20344	83755
20344	30208
35412	102848
35412	58916
35412	55275
35412	56078
35412	97377
35412	16088
35412	52828
35412	28227
35412	28228
35412	16051
1784	25995
1784	110884
1784	108154
1784	5773
1784	97919
1784	103757
1784	111545
1784	19258
1784	107982
1784	46332
11032	89967
11032	16441
11032	102477
11032	62432
11032	25044
11032	68974
11032	49694
11032	65300
11032	69179
11032	101018
17472	74774
17472	99135
17472	105237
17472	79500
17472	97647
17472	107319
17472	104032
17472	86476
17472	105408
17472	65533
30563	80194
30563	105186
30563	109161
30563	86072
30563	14247
30563	80438
30563	85920
30563	56649
30563	80218
30563	64712
16376	96589
16376	77258
16376	73176
16376	17438
16376	52455
16376	65686
16376	57232
16376	57083
16376	68018
16376	37069
20788	58478
20788	16073
20788	87280
20788	33599
20788	101284
20788	68957
20788	24649
20788	68952
20788	60202
20788	66024
7129	11144
7129	51278
7129	5374
7129	111545
7129	98763
7129	81505
7129	11695
7129	89213
7129	11689
7129	78378
35436	49816
35436	78846
35436	95781
35436	47814
35436	31958
35436	51550
35436	40176
35436	41066
35436	29702
35436	64183
4063	10512
4063	39587
4063	96252
4063	62065
4063	84228
4063	38341
4063	99865
4063	103262
4063	88683
4063	5399
13705	50354
13705	105210
13705	11211
13705	112278
13705	16123
13705	97056
13705	48194
13705	105180
13705	15281
13705	26664
29725	81570
29725	41979
29725	55623
29725	97984
29725	51367
29725	49754
29725	109365
29725	74972
29725	50125
29725	49721
29637	52632
29637	9640
29637	13185
29637	76069
29637	102537
29637	12771
29637	95435
29637	12844
29637	12899
29637	24282
35540	81570
35540	31243
35540	4147
35540	13003
35540	19343
35540	48551
35540	74117
35540	66095
35540	101207
35540	108109
35189	8839
35189	45903
35189	85521
35189	46469
35189	51278
35189	46871
35189	40176
35189	76461
35189	60808
35189	60220
18134	87263
18134	98763
18134	9438
18134	98366
18134	47161
18134	45927
18134	42575
18134	42732
18134	98333
18134	17614
20482	82709
20482	11272
20482	105202
20482	51570
20482	48034
20482	105197
20482	11128
20482	9268
20482	94810
20482	11446
14027	99645
14027	44553
14027	4323
14027	108658
14027	74361
14027	24540
14027	81232
14027	61547
14027	91473
14027	15493
6827	88634
6827	91568
6827	54739
6827	110073
6827	45408
6827	3860
6827	82956
6827	73544
6827	46286
6827	28355
14480	78846
14480	63618
14480	62065
14480	41298
14480	19828
14480	6574
14480	19978
14480	66566
14480	24888
14480	36249
25352	93762
25352	67764
25352	17385
25352	34821
25352	11486
25352	75750
25352	7967
25352	64501
25352	16611
25352	93877
23452	82189
23452	49404
23452	17843
23452	95428
23452	7967
23452	24544
23452	74818
23452	51510
23452	55073
23452	75835
11770	5730
11770	61806
11770	72855
11770	104349
11770	112085
11770	10841
11770	39697
11770	55905
11770	28562
11770	39707
5278	44111
5278	32253
5278	72240
5278	44407
5278	113912
5278	75462
5278	17423
5278	84140
5278	86722
5278	34935
6963	86505
6963	12007
6963	27951
6963	104691
6963	97567
6963	41435
6963	10467
6963	33353
6963	106886
6963	111867
34563	87103
34563	17621
34563	63589
34563	72355
34563	73759
34563	103897
34563	29696
34563	15348
34563	30628
34563	30949
30379	108630
30379	45692
30379	108038
30379	19978
30379	51228
30379	103814
30379	86955
30379	5399
30379	86435
30379	72778
8310	52840
8310	8839
8310	85375
8310	77132
8310	4635
8310	19348
8310	5823
8310	113522
8310	30727
8310	75924
22812	45692
22812	110884
22812	8549
22812	86494
22812	73422
22812	22464
22812	53055
22812	82956
22812	91482
22812	35050
26542	100571
26542	58380
26542	65354
26542	15801
26542	25540
26542	80801
26542	64876
26542	103605
26542	100294
26542	35010
22561	38089
22561	105140
22561	74713
22561	81975
22561	75062
22561	105634
22561	80580
22561	108143
22561	99798
22561	60031
19828	48174
19828	51266
19828	47763
19828	7013
19828	59929
19828	51550
19828	84027
19828	26553
19828	57273
19828	7458
6161	17187
6161	68237
6161	41962
6161	61737
6161	36214
6161	74441
6161	97647
6161	14614
6161	14649
6161	68247
33030	49526
33030	41298
33030	57157
33030	18032
33030	80251
33030	57605
33030	7000
33030	16050
33030	46469
33030	53055
1454	19284
1454	62065
1454	33806
1454	45903
1454	53020
1454	53055
1454	83349
1454	77132
1454	42048
1454	40257
16421	111483
16421	86200
9981	102011
9981	52981
9981	52592
9981	82364
9981	25330
9981	103315
9981	103330
9981	103334
9981	82586
9981	37237
36606	67866
36606	20762
36606	25320
36606	66054
36606	70330
36606	60195
36606	50353
36606	36973
36606	51756
36606	114101
5297	39022
5297	14270
5297	31313
5297	49404
5297	51228
5297	93217
5297	76826
5297	103814
5297	85010
5297	37502
27972	52454
27972	93932
27972	68017
27972	30575
27972	30452
27972	13688
27972	30415
27972	30380
27972	68837
27972	68805
12625	10615
12625	85640
12625	59924
12625	9470
12625	39469
12625	19221
12625	47809
12625	88058
12625	33994
12625	37618
16708	33374
16708	85798
16708	89470
16708	13585
16708	13594
16708	13466
16708	13488
16708	85796
