53020	61680
52981	61680
52981	61680
61679	61680
52592	61680
53020	37358
61650	37358
36925	37358
52592	37358
59321	37358
53020	44977
34617	44977
52981	44977
14290	44977
23398	44977
58621	44977
53033	84993
8888	84993
34617	84993
49404	84993
37358	84993
102799	84993
102799	84993
52592	84993
53033	14160
52592	14160
53033	66196
6733	66196
61680	66196
52840	66196
3597	84106
53846	84106
8888	85607
7343	85607
7343	85607
95474	85607
8854	85607
102011	85607
102011	85607
102011	85607
85521	85607
8888	9647
103696	9647
8888	61650
16573	61650
8888	60543
102011	60543
8888	4467
16573	4467
43280	4467
96565	4467
8888	53020
8888	103702
6733	103702
7343	103702
7343	103702
83447	103702
8854	103702
8854	103702
82586	103702
102011	103702
102011	103702
32275	103702
32275	103702
96721	103702
8888	103696
98231	103696
52592	103696
32275	103696
8888	44954
52981	44954
20576	44954
8888	53846
8854	53846
84954	53846
82825	53846
102011	53846
102011	53846
96565	53846
96565	53846
8888	38802
8866	38802
19380	38802
83447	38802
8888	4323
8888	104081
8854	104081
96565	104081
96617	104081
8888	53889
96593	53889
8888	40331
96641	40331
96721	40331
34617	82825
34617	41367
96593	41367
34617	82948
102011	82948
34617	83476
19380	83476
83447	83476
108716	83476
98854	83476
6733	16980
19342	16980
52981	16980
83447	16980
8854	16980
98127	16980
102011	16980
6733	85521
102011	85521
6733	72104
98231	72104
98231	72104
23398	72104
102011	72104
6733	82364
6733	24182
16980	24182
102011	24182
32275	24182
6733	56838
6733	53033
10476	53033
10476	53033
52981	53033
61680	53033
83447	53033
108716	53033
96565	53033
6733	108013
6733	108013
52981	108013
52981	108013
83476	108013
52592	108013
82825	108013
102011	108013
102011	108013
102011	108013
96565	108013
96565	108013
96565	108013
3605	108013
3605	108013
3605	108013
96721	108013
6733	52455
16573	52455
19380	52455
19380	52455
4467	52455
102011	52455
102011	52455
7343	11454
7343	11454
56266	11454
7343	97215
7343	97215
7343	52632
7343	52632
36131	52632
62167	52632
62167	52632
96565	52632
7343	44921
37872	44921
7343	62167
61679	62167
7343	97216
7343	97216
37872	97216
32275	97216
7343	87280
7343	87280
95474	87280
7343	52783
62167	52783
21181	52783
9630	52783
10476	98246
52981	98246
52981	98246
61679	98246
52592	98246
10476	82837
102011	82837
52824	82837
10476	28085
23626	28085
52632	28085
80697	28085
57173	28085
11577	11575
11577	12021
8854	12021
41289	12021
52592	12021
16573	50635
19380	50635
83447	50635
8854	50635
8854	50635
16980	50635
20576	50635
20576	50635
16573	44904
96565	44904
16573	34617
49413	34617
52981	34617
41289	34617
52592	34617
102011	34617
102011	34617
16573	20576
98246	20576
34658	20576
16573	6733
19380	6733
19380	6733
83447	6733
8854	6733
32275	6733
32275	6733
19342	8866
8854	8866
8854	8866
32275	8866
19342	7860
19380	7860
19380	7860
102011	7860
32275	7860
19380	14701
96565	14701
19380	102799
103498	102799
83476	102799
83476	102799
19380	16573
19380	16573
83447	16573
82825	16573
102011	16573
102011	16573
102011	16573
96565	16573
3605	16573
19380	108716
52981	108716
83447	108716
83447	108716
52592	108716
96565	108716
96565	108716
96565	108716
38802	23398
8854	23398
49404	49413
49404	49413
102011	49413
49404	44706
16980	44706
52981	98231
82586	98231
52981	37304
52981	37304
8854	37304
52981	19766
102011	19766
96565	19766
52981	97814
103498	97814
102011	97814
52981	10476
83447	10476
108716	10476
102011	10476
96565	10476
52981	104812
52981	104812
52981	37895
105220	37895
21181	37895
52981	35519
8854	35519
61679	86505
61679	86505
61679	86505
83447	86505
